epoch;loss;val_loss
51;1.8732858196256974;1.724958710407235
52;1.8470144006650024;1.715464110853776
53;1.8694458873479518;1.7198506688652573
54;1.8525074129411068;1.7250563534888812
55;1.8515979548922872;1.7192411891250485
56;1.8472319382686138;1.7124199729082317
57;1.8415567780614914;1.7226261533049887
58;1.8479488395590338;1.714146221315949
59;1.8335433033134085;1.719527477125845
60;1.828458812072427;1.6884098194746224
61;1.8305057941050165;1.683530750951738
62;1.8171573383930586;1.6871379901013248
63;1.8372435269202547;1.7090181831277618
64;1.831292402937464;1.7028171299120058
65;1.820562817375269;1.688117614816552
66;1.8260689127481236;1.6805526743024235
67;1.818149657080508;1.6880950437931856
68;1.8145227713821943;1.6710763286673345
69;1.8115577075678515;1.6848702777122868
70;1.8161096058190442;1.6683231049008305
71;1.814819711769259;1.6733495354881591
72;1.807979749343252;1.6853945324035242
73;1.800524083836594;1.6925504203682187
74;1.7909231551300526;1.6569849398397412
75;1.7927998765357671;1.6617921622891048
76;1.7849014704124642;1.6449846781665431
77;1.7895996958565759;1.6605662274118376
78;1.791966588311849;1.6558188864635393
79;1.7910969883359025;1.6585043763040481
80;1.7865449806649225;1.6589089597329043
81;1.7831709616395741;1.6426422552432505
82;1.7826057957673067;1.64679261512463
83;1.7784891200569821;1.6572106856626654
84;1.7859994296155373;1.638223119667355
85;1.7638165653488591;1.6324363047197212
86;1.753146461948069;1.6330235806247488
87;1.7749412906788693;1.6448240273275796
88;1.75813505712429;1.6211286307494412
89;1.7697324631011804;1.649440866288036
90;1.760124764577336;1.6068797100706762
91;1.7547159327219162;1.6276917291584658
92;1.7548454896135337;1.626631658995947
93;1.7556289734666213;1.6051086914208654
94;1.7485752300193302;1.6447555655406354
95;1.756174952340172;1.6151874002536815
96;1.752759070685852;1.6363979416278587
97;1.7349169168522056;1.623610402423908
98;1.7435431604167977;1.5976905324766184
99;1.7385718779916195;1.6007101638603263
100;1.75237100466828;1.6175481690970204
101;1.7354577872753798;1.5947205049262798
102;1.7413370306103546;1.6049436264986259
103;1.7474572059054585;1.6057762558464819
104;1.7246709796499007;1.6047801658105993
105;1.7415299986588106;1.5964530682504847
106;1.7313688572407162;1.604503584510512
107;1.724271628988277;1.6063813980841695
108;1.7206836335444902;1.5946147186485695
109;1.7216524477680775;1.605343093652052
110;1.726349277111306;1.6034143144237705
111;1.734950861247219;1.6300759064368708
112;1.71402350194963;1.589482876207435
113;1.7050186041389577;1.5582047468422207
114;1.7198687481768868;1.578322704726934
115;1.710312098010953;1.5795242782478573
116;1.7171331487557155;1.5867845703042232
117;1.715357768538888;1.569099432719471
118;1.717393915033118;1.5908531374212347
119;1.7061822545688843;1.5691587471824464
120;1.6957084469597472;1.5840559477859786
121;1.6944712027845983;1.5647321107851808
122;1.7186574426793488;1.5632799757735083
123;1.6938075448942198;1.567193125801013
124;1.716335440166571;1.5607038323809177
125;1.6979436370181173;1.568413771531373
126;1.6915511128929284;1.5543276702463873
127;1.7003568744829676;1.5699400318680605
128;1.6984951860202075;1.5499805966369138
129;1.7131030259306566;1.5623525450498774
130;1.693141859070805;1.5513515790325376
131;1.6915463097178651;1.5598706854335949
132;1.694195247259614;1.5521670156571603
133;1.6826483943703998;1.5653096233151569
134;1.6929609954308036;1.5685662283605353
135;1.6927794448558657;1.5449601120753655
136;1.6941031782354048;1.564560348632014
137;1.6981906554293613;1.5575578410165123
138;1.6862521204638043;1.564176470164053
139;1.7086935960077643;1.5542701115420938
140;1.6670210307130968;1.5296525997108432
141;1.6832902701599721;1.5620273789413943
142;1.6793143555411465;1.5378669991790512
143;1.6736165788991542;1.535177190825691
144;1.7105169947151952;1.5412263011447809
145;1.702464272248421;1.5666921094563333
146;1.6803533208465158;1.5242500191237762
147;1.655422942286761;1.5260581595659977
148;1.666528993601067;1.5328191016539543
149;1.6636233334029256;1.5085989500067778
150;1.6835580063337678;1.5417342219369747
151;1.6672405657353095;1.5360780556560119
152;1.6643426341363539;1.537347464042848
153;1.6764807723047184;1.5428054306213097
154;1.666862055024941;1.5442628827405414
155;1.6656203949657713;1.5438488651454791
156;1.6703757040777627;1.5405138719216116
157;1.6738432021103073;1.5347613595207128
158;1.6580420480066522;1.5116931775610907
159;1.6568995626769658;1.525458135502707
160;1.66499955779869;1.5703080099253037
161;1.6538754520230292;1.5250756864985147
162;1.6518142623778262;1.5155007257726094
163;1.660516249023601;1.5161662865261296
164;1.6647508322816078;1.522707424724341
165;1.647811554251579;1.4895803438245316
166;1.6719530846711799;1.4972780238007228
167;1.6617300894128788;1.4923026869500675
168;1.6329072546546388;1.4976205507892397
169;1.6523447307182255;1.5075851918838405
170;1.661631755794807;1.5230634202344244
171;1.656674828643296;1.4975164925060047
172;1.649979673418099;1.4969975492581664
173;1.6592017492400655;1.494111607671275
174;1.64684353454923;1.4803779061696452
175;1.633510510530553;1.482935938197353
176;1.6533960716896612;1.5134684267164553
177;1.6196497882077145;1.4974151788521388
178;1.628605195402739;1.491567949939645
179;1.6441848118597908;1.4822810524867414
180;1.643656832639479;1.492259145667022
181;1.6492682243238206;1.486345351708194
182;1.6441319230427227;1.4999579993357732
183;1.6458214688386212;1.5029681639106873
184;1.6363965048628892;1.4882293439965693
185;1.655662503978506;1.4908930301600778
186;1.6466042337362599;1.499150824101539
187;1.6310354598895824;1.4878895983726106
188;1.6405831939798894;1.4806176532725979
189;1.6259843651261574;1.4711176842590243
190;1.6288215175692573;1.4721895810242245
191;1.6243382675311815;1.503976614682827
192;1.6360704992800355;1.4966176854355981
193;1.6369807745722158;1.4630981204733027
194;1.6534833842599435;1.479135782795272
195;1.6320490408519963;1.4876906154771914
196;1.6301657192263752;1.4732893256818944
197;1.6286434324453638;1.4840872789666864
198;1.6134230695036669;1.4921901615004525
199;1.6394488904149414;1.483592179312021
200;1.6260984867230053;1.4815215502293415
201;1.6277363579275188;1.4843041890599313
202;1.6397650381327658;1.5014111073060994
